title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,publisher,media_avaliacao
Ethical Hacking: A Hands-on Introduction to Breaking In,[Daniel G. Graham],32.99,376,4.8,85,0.84,0.13,0.03,0,0,No Starch Press (November 2 2021),0.320666666666667
Python Flash Cards: Syntax Concepts and Examples,[Eric Matthes],24.48,101,4.7,387,0.77,0.15,0.05,0.01,0.01,No Starch Press,0.308666666666667
The Pythonic Way: An Architectâ€™s Guide to Conventions and Best Practices for the Design Development Testing and Management of Enterprise Python Code (English Edition),[Sonal Raj],29.95,512,5,1,1,0,0,0,0,BPB Publications (September 9 2021),0.333333333333333
Flask Web Development: Developing Web Applications with Python,[Miguel Grinberg],36.49,312,4.5,229,0.71,0.16,0.08,0.03,0.02,OReilly Media,0.300666666666667
Python Scripting for ArcGIS Pro,[Paul A. Zandbergen],50.99,412,4.5,131,0.69,0.18,0.08,0.03,0.01,Esri Press,0.298666666666667
Artificial Intelligence in Finance: A Python-Based Guide,[Yves Hilpisch],45.5,478,4.3,41,0.71,0.13,0.04,0.06,0.07,OReilly Media,0.292
Algorithms Python (2 Edition): Easy to learn algorithms through full-color diagrams. (Easy Learning Python and design patterns and data structures and algorithms),[yang hu],49.99,272,,0,0,0,0,0,0,Independently published (June 30 2022),0
Algorithmic Trading with Python: Quantitative Methods and Strategy Development,[Chris Conlan],28.49,126,4.2,56,0.61,0.15,0.13,0.06,0.05,Independently published (April 9 2020),0.280666666666667
Quantitative Finance with Python: A Practical Guide to Investment Management Trading and Financial Engineering (Chapman and Hall/CRC Financial Mathematics Series),[Chris Kelliher],96,659,,0,0,0,0,0,0,Chapman and Hall/CRC,0
Violent Python: A Cookbook for Hackers Forensic Analysts Penetration Testers and Security Engineers,"[""TJ OConnor""]",46.56,288,4.5,375,0.74,0.14,0.07,0.02,0.03,Syngress,0.302666666666667
Programming ArcGIS Pro with Python (2nd Edition),[Eric Pimpler],44,266,5,1,1,0,0,0,0,Independently published (April 19 2021),0.333333333333333
Foundations of Statistics for Data Scientists: With R and Python (Chapman & Hall/CRC Texts in Statistical Science),,98.36,468,5,3,1,0,0,0,0,Chapman and Hall/CRC,0.333333333333333
Interactive Data Visualization with Python: Present your data as an effective and compelling story 2nd Edition,"[Abha Belorkar,Sharath Chandra Guntuku et al.]",44.99,362,4.3,19,0.58,0.27,0.07,0.07,0,Packt Publishing,0.288666666666667
PYTHON PROGRAMMING: 3 BOOKS IN 1: The Complete guide to Learn Everything you Need to Know about Python,[Clive Campbell],29.99,602,4.4,160,0.67,0.17,0.07,0.04,0.05,Independently published (April 20 2020),0.291333333333333
A Smarter Way to Learn Python: Learn it faster. Remember it longer.,[Mark Myers],19.95,236,4.6,1059,0.75,0.14,0.07,0.02,0.02,CreateSpace Independent Publishing Platform (August 9 2017),0.305333333333333
Fundamentals of Python: First Programs,[Kenneth A. Lambert],69.07,476,4.4,112,0.69,0.12,0.12,0.03,0.04,Cengage Learning,0.292666666666667
IoT and Edge Computing for Architects: Implementing edge and IoT systems from sensors to clouds with communication systems analytics and security 2nd Edition,[Perry Lea],44.99,632,4.5,64,0.66,0.22,0.12,0,0,Packt Publishing (March 6 2020),0.302666666666667
Digital Forensics and Incident Response: Incident response techniques and procedures to respond to modern cyber threats 2nd Edition,[Gerard Johansen],39.99,448,4.6,84,0.75,0.17,0.04,0.02,0.01,Packt Publishing (January 29 2020),0.306666666666667
Learn JavaScript Quickly: A Complete Beginnerâ€™s Guide to Learning JavaScript Even If Youâ€™re New to Programming (Crash Course With Hands-On Project),[Code Quickly],16.89,174,4.5,462,0.7,0.18,0.09,0.02,0.01,Drip Digital (November 10 2020),0.302666666666667
Genetic Algorithms with Python,[Clinton Sheppard],19.97,423,4.4,41,0.7,0.13,0.07,0.04,0.06,CreateSpace Independent Publishing Platform (April 29 2016),0.291333333333333
Python 3 Standard Library Example The (Developers Library),,51.29,1456,4.5,117,0.74,0.14,0.06,0.04,0.02,Addison-Wesley Professional,0.302666666666667
Python in 24 Hours Sams Teach Yourself,,30.46,320,4.2,112,0.65,0.16,0.05,0.06,0.08,Sams Publishing,0.282666666666667
Introduction to Computation and Programming Using Python third edition: With Application to Computational Modeling and Understanding Data,[John V. Guttag],52.25,496,4.6,109,0.76,0.13,0.06,0.04,0.02,The MIT Press,0.306666666666667
Python: All That Jumping,[John Yoon Ph.D.],37.95,183,,0,0,0,0,0,0,Independently published (August 16 2022),0
Learn Python Quickly: A Complete Beginnerâ€™s Guide to Learning Python Even If Youâ€™re New to Programming (Crash Course With Hands-On Project),,17.27,175,4.4,382,0.62,0.21,0.12,0.03,0.02,Drip Digital (March 22 2020),0.292
Mastering GUI Programming with Python: Develop impressive cross-platform GUI applications with PyQt,[Alan D. Moore],39.99,542,4.3,110,0.6,0.24,0.07,0.02,0.07,Packt Publishing (May 24 2019),0.285333333333333
Problem Solving with Algorithms and Data Structures Using Python SECOND EDITION,"[Bradley N. Miller,David L. Ranum]",42.75,438,4.6,137,0.73,0.18,0.04,0.01,0.03,Franklin Beedle & Associates,0.302666666666667
Clean Code in Python: Develop maintainable and efficient code 2nd Edition,[Mariano Anaya],44.64,422,4.6,89,0.78,0.13,0.04,0.05,0,Packt Publishing,0.309333333333333
Continuous Delivery with Docker and Jenkins: Create secure applications building complete CI/CD pipelines 2nd Edition,[Rafal Leszko],46.99,350,4.4,77,0.6,0.28,0.1,0.02,0,Packt Publishing,0.297333333333333
Python for SAS Users: A SAS-Oriented Introduction to Python,"[Randy Betancourt,Sarah Chen]",37.99,451,4.4,41,0.68,0.2,0.08,0.03,0,Apress,0.3
Fundamentals of Python: Data Structures (MindTap Course List),[Kenneth Lambert],71.99,448,4.2,10,0.56,0.31,0.13,0,0,Cengage Learning,0.295333333333333
Microsoft Power BI Cookbook: Gain expertise in Power BI with over 90 hands-on recipes tips and use cases 2nd Edition,"[Greg Deckler,Brett Powell]",49.39,654,4.7,43,0.77,0.15,0.04,0.04,0,Packt Publishing,0.31
Dive Into Algorithms: A Pythonic Adventure for the Intrepid Beginner,[Bradford Tuckfield],24.99,248,4.5,79,0.69,0.2,0.08,0.02,0,No Starch Press (January 25 2021),0.302
Learn to Code Solving Problems: A Python Programming Primer,[Daniel Zingaro],23.06,336,4.7,42,0.78,0.13,0.1,0,0,No Starch Press (June 21 2021),0.314666666666667
Hands-On Data Preprocessing in Python: Learn how to effectively prepare data for successful data analytics,[Roy Jafari],49.99,602,5,17,1,0,0,0,0,Packt Publishing (January 21 2022),0.333333333333333
Practical Python Programming for IoT: Build advanced IoT projects using a Raspberry Pi 4 MQTT RESTful APIs WebSockets and Python 3,[Gary Smart],39.99,516,4.4,45,0.6,0.29,0.05,0.03,0.03,Packt Publishing (November 12 2020),0.293333333333333
Hands-On Explainable AI (XAI) with Python: Interpret visualize explain and integrate reliable AI for fair secure and trustworthy AI apps,[Denis Rothman],49.99,454,3.8,22,0.38,0.26,0.27,0.09,0,Packt Publishing (July 31 2020),0.262
Python for Data Analysis: A Beginners Guide to Master the Fundamentals of Data Science and Data Analysis Using Pandas Numpy and Ipython (Programming Languages for Beginners),,17.97,173,4.3,30,0.61,0.14,0.2,0.05,0,Independently published (August 26 2021),0.287333333333333
Python Interview Questions: Brush up for your next Python interview with 240+ solutions on most common challenging interview questions (English Edition),[Swati Saxena],29.95,144,3.1,18,0.21,0.27,0.17,0.13,0.22,BPB Publications (January 19 2021),0.208
Python: 2 Manuscripts in 1 book: -Python For Beginners -Python 3 Guide,[Timothy C. Needham],24.95,256,4.1,243,0.56,0.21,0.11,0.06,0.07,Independently published (October 17 2018),0.277333333333333
Practical Discrete Mathematics: Discover math principles that fuel algorithms for computer science and machine learning with Python,,56.69,330,4.3,34,0.65,0.18,0.07,0.05,0.05,Packt Publishing (February 22 2021),0.288666666666667
Python Automation Cookbook: 75 Python automation ideas for web scraping data wrangling and processing Excel reports emails and more 2nd Edition,[Jaime Buelta],39.99,526,4.4,78,0.71,0.14,0.07,0.03,0.05,Packt Publishing (May 29 2020),0.295333333333333
DATA STRUCTURE AND ALGORITHMS: BUILD IN PYTHON,"[Dr. RACHANA KAMBLE,AYUSHI GODIYA et al.]",8.66,362,,0,0,0,0,0,0,Independently published (May 23 2022),0
Python One-Liners: Write Concise Eloquent Python Like a Professional,[Christian Mayer],35.81,216,4.8,117,0.81,0.15,0.02,0.02,0,No Starch Press,0.316666666666667
Expert Python Programming: Master Python learning the best coding practices and advanced programming concepts 4th Edition,"[Michal Jaworski,Tarek Ziade]",39.94,630,4.5,57,0.76,0.12,0.05,0.06,0,Packt Publishing (May 28 2021),0.303333333333333
Simulation with Python: Develop Simulation and Modeling in Natural Sciences Engineering and Social Sciences,"[Rongpeng Li,Aiichiro Nakano]",39.99,181,,0,0,0,0,0,0,Apress,0
Web Development with Django: Learn to build modern web applications with a Python-based framework,"[Ben Shaw,Saurabh Badhwar et al.]",41.99,826,4.5,65,0.7,0.19,0.04,0.03,0.04,Packt Publishing (February 25 2021),0.298666666666667
Python for Algorithmic Trading: From Idea to Cloud Deployment,[Yves Hilpisch],44.49,380,4.3,94,0.66,0.15,0.09,0.05,0.05,OReilly Media,0.288
Clean Code: A Handbook of Agile Software Craftsmanship,,47.49,464,4.7,4528,0.81,0.12,0.04,0.01,0.02,Pearson,0.312666666666667
Serious Python: Black-Belt Advice on Deployment Scalability Testing and More,[Julien Danjou],29.24,240,4.7,329,0.79,0.13,0.05,0.01,0.01,No Starch Press,0.31
Python Natural Language Processing Cookbook: Over 50 recipes to understand analyze and generate text for implementing language processing tasks,[Zhenya AntiÄ‡],37.99,284,4.2,38,0.61,0.17,0.08,0.07,0.07,Packt Publishing (March 19 2021),0.278666666666667
Python Crash Course 3rd Edition,[Eric Matthes],40.49,552,,0,0,0,0,0,0,No Starch Press,0
The Recursive Book of Recursion: Ace the Coding Interview with Python and JavaScript,[Al Sweigart],36.94,328,5,6,1,0,0,0,0,No Starch Press (August 16 2022),0.333333333333333
Bayesian Analysis with Python: Introduction to statistical modeling and probabilistic programming using PyMC3 and ArviZ 2nd Edition,[Osvaldo Martin],44.99,356,4.1,44,0.55,0.21,0.06,0.09,0.08,Packt Publishing (December 26 2018),0.268666666666667
Python: For Beginners: A Crash Course Guide To Learn Python in 1 Week,[Timothy C. Needham],17.97,135,4.3,3034,0.66,0.16,0.1,0.03,0.05,Independently published (September 21 2017),0.29
Murachs Python Programming (2nd Edition),"[Joel Murach,Michael Urban]",56.53,,4.6,82,0.8,0.07,0.07,0.02,0.04,,0.304666666666667
Mastering Reinforcement Learning with Python: Build next-generation self-learning models using reinforcement learning techniques and best practices,[Enes Bilgin],46.99,544,4.4,32,0.67,0.19,0.09,0.05,0,Packt Publishing (December 18 2020),0.298666666666667
Introduction to Radar With Python and Matlab,[Lee Andrew Harrison],154.23,,4.1,11,0.52,0.22,0.13,0.13,0,,0.275333333333333
Python Pocket Reference: Python In Your Pocket (Pocket Reference (OReilly)),,13.79,262,4.5,818,0.7,0.2,0.06,0.02,0.02,OReilly Media,0.302666666666667
Python for DevOps: Learn Ruthlessly Effective Automation,"[Noah Gift,Kennedy Behrman et al.]",35.99,506,4.5,222,0.73,0.12,0.08,0.04,0.02,OReilly Media,0.298
The Python Bible 7 in 1: Volumes One To Seven (Beginner Intermediate Data Science Machine Learning Finance Neural Networks Computer Vision),[Florian Dedov],37.99,507,4.5,128,0.71,0.16,0.06,0.04,0.03,Independently published (March 23 2020),0.298666666666667
Mastering Python Networking: Your one-stop solution to using Python for network automation programmability and DevOps 3rd Edition,"[Eric Chou,Michael Kennedy et al.]",55.09,576,4.6,139,0.76,0.13,0.09,0.01,0.01,Packt Publishing,0.308
Automate the Boring Stuff with Python 2nd Edition: Practical Programming for Total Beginners,[Al Sweigart],26.49,592,4.7,2538,0.82,0.12,0.03,0.01,0.01,No Starch Press,0.313333333333333
Introducing Python: Modern Computing in Simple Packages,[Bill Lubanovic],24.49,630,4.7,346,0.81,0.12,0.03,0.01,0.02,OReilly Media,0.310666666666667
Statistics for People Who (Think They) Hate Statistics,,31.99,512,4.5,697,0.77,0.11,0.06,0.02,0.05,SAGE Publications Inc,0.304
Statistics For Dummies (For Dummies (Lifestyle)),,11.99,416,4.3,1659,0.64,0.18,0.1,0.04,0.04,For Dummies,0.289333333333333
Statistics for Absolute Beginners (Second Edition) (Data Science Python & Statistics for Beginners),[Oliver Theobald],14.88,156,4.4,137,0.7,0.12,0.11,0.02,0.06,Independently published (June 18 2020),0.294
Introduction to Probability Statistics and Random Processes,[Hossein Pishro-Nik],36.58,744,4.6,233,0.8,0.11,0.03,0.03,0.02,Kappa Research LLC (August 24 2014),0.307333333333333
Princeton Review AP Statistics Prep 2022: 4 Practice Tests + Complete Content Review + Strategies & Techniques (2022) (College Test Preparation),[The Princeton Review],18.99,464,4.6,130,0.77,0.16,0.03,0.01,0.03,Princeton Review (August 3 2021),0.308666666666667
5 Steps to a 5: AP Statistics 2023,"[Jared Derksen,DeAnna Krause McDonald]",18,384,,0,0,0,0,0,0,McGraw Hill,0
The Foundations of Statistics,[Leonard J. Savage],11.89,310,4.5,102,0.71,0.18,0.06,0.02,0.03,Dover Publications,0.301333333333333
Princeton Review AP Statistics Prep 2023: 5 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation),[The Princeton Review],18.99,464,4.6,3,0.63,0.37,0,0,0,Princeton Review (August 23 2022),0.308666666666667
Mathematical Statistics with Applications,"[Dennis Wackerly,William Mendenhall et al.]",95.66,944,4.2,282,0.63,0.15,0.11,0.04,0.07,Thomson Brooks/Cole,0.282
Statistics in Plain English,[Timothy C. Urdan],39.16,266,4.7,190,0.8,0.11,0.07,0.02,0,Routledge,0.312666666666667
Statistics Workbook For Dummies with Online Practice,[Deborah J. Rumsey],18.99,336,4.3,219,0.62,0.18,0.12,0.04,0.04,For Dummies,0.286666666666667
UPDATED Version of The Practice of Statistics,"[Daren S. Starnes,Josh Tabor]",179.95,1024,4.4,41,0.76,0.08,0.04,0.03,0.09,W. H. Freeman,0.292666666666667
Data Mining for Business Analytics: Concepts Techniques and Applications in R,"[Galit Shmueli,Peter C. Bruce et al.]",105.45,576,4.4,147,0.68,0.13,0.1,0.05,0.04,Wiley,0.290666666666667
Probability and Statistics for Economists,[Bruce Hansen],60,416,,0,0,0,0,0,0,Princeton University Press (August 16 2022),0
Painless Statistics (Barrons Painless),[Patrick Honner],14.99,320,5,4,1,0,0,0,0, In the 1930s Manuel H. Barron opened a bookstore in Brooklyn New York.Â ,0.333333333333333
Discovering Statistics Using IBM SPSS Statistics: North American Edition,[Andy Field],64.7,816,4.4,620,0.71,0.13,0.05,0.04,0.07,SAGE Publications Ltd,0.291333333333333
AP Statistics Flashcards Fourth Edition: Up-to-Date Practice + Sorting Ring for Custom Study (Barrons Test Prep),[Martin Sternstein Ph.D.],29.99,513,,0,0,0,0,0,0, In the 1930s Manuel H. Barron opened a bookstore in Brooklyn New York.Â ,0
Outline of Basic Statistics: Dictionary and Formulas (Dover Books on Mathematics),"[John E. Freund,Frank J. Williams]",11.95,208,4.2,22,0.51,0.19,0.23,0.06,0,Dover Publications,0.274666666666667
Essentials of Statistics,[Mario Triola],170.15,648,4.5,425,0.74,0.12,0.06,0.02,0.05,Pearson,0.296666666666667
Statistics for People Who (Think They) Hate Statistics: Using Microsoft Excel,"[Neil J. Salkind,Bruce B. Frey]",84.85,512,4.4,70,0.7,0.17,0.05,0.05,0.04,SAGE Publications Inc,0.298
Statistics for the Behavioral Sciences - Standalone Book,"[Frederick J Gravetter,Larry B. Wallnau]",94.46,768,4.5,682,0.75,0.12,0.06,0.02,0.05,Cengage Learning,0.3
Statistics for Business and Economics,"[James McClave,P. George Benson et al.]",223.99,888,4.3,165,0.68,0.12,0.08,0.04,0.09,Pearson,0.286
The Little SASÂ® Book: A Primer Sixth Edition,"[Lora D. Delwiche,Susan J. Slaughter]",54.1,364,4.6,283,0.75,0.16,0.05,0.02,0.02,SAS Institute,0.306666666666667
Applied Statistics II: Multivariable and Multivariate Techniques,[Rebecca M. Warner],95.92,712,4.3,24,0.78,0.06,0.06,0.1,0,SAGE Publications Inc,0.301333333333333
A Gentle Introduction to Stata,[Alan C. Acock],69.56,570,4.6,74,0.81,0.09,0.05,0.02,0.03,Stata Press,0.308666666666667
Clinical Biostatistics and Epidemiology Made Ridiculously Simple: An Incredibly Easy Way to Learn for Medical Nursing PA Students And Other Healthcare Professionals (MedMaster Medical Books),"[Ann Weaver Ph.D.,Stephen Goldberg M.D.]",21.8,104,4.5,307,0.7,0.17,0.09,0.01,0.03,MedMaster,0.3
CRC Standard Probability and Statistics Tables and Formulae,"[Daniel Zwillinger,Stephen Kokoska]",188.73,568,4.9,6,0.9,0.1,0,0,0,CRC Press,0.326666666666667
Fundamentals of Programming in SAS: A Case Studies Approach,"[James Blum,Jonathan Duggins]",109.95,404,4.4,13,0.82,0.18,0,0,0,SAS Institute (July 23 2019),0.321333333333333
Statistics Done Wrong: The Woefully Complete Guide,[Alex Reinhart],19.99,176,4.5,300,0.68,0.21,0.06,0.03,0.02,No Starch Press,0.3
Learning SAS Example: A Programmers Guide Second Edition,[Ron Cody],81.53,536,4.6,80,0.73,0.17,0.08,0.02,0,SAS Institute,0.307333333333333
Statistics II For Dummies,[Deborah J. Rumsey],16.66,448,4.4,18,0.49,0.38,0.13,0,0,For Dummies,0.290666666666667
Stats: Modeling the World,"[David Bock,Paul Velleman et al.]",197.32,864,4.1,24,0.59,0.21,0.06,0.14,0,Pearson,0.283333333333333
First Course in Probability A,[Sheldon Ross],215.32,528,4.2,51,0.65,0.15,0.03,0.07,0.1,Pearson,0.278666666666667
ISE STATISTICS FOR ENGINEERS AND SCIENTISTS (ISE HED IRWIN INDUSTRIAL ENGINEERING),[William Navidi Prof.],37.17,,4.2,35,0.61,0.18,0.07,0.04,0.1,McGraw-Hill Education,0.277333333333333
Introduction to Probability (Cambridge Mathematical Textbooks),,70.99,442,4.3,67,0.68,0.13,0.08,0.09,0.03,Cambridge University Press,0.291333333333333
Causal Inference: The Mixtape,[Scott Cunningham],31.99,584,4.6,274,0.82,0.08,0.05,0.01,0.04,Yale University Press (January 26 2021),0.308666666666667
Introduction to Mathematical Statistics and Its Applications An,"[Richard Larsen,Morris Marx]",159.99,752,4.4,60,0.71,0.11,0.09,0.03,0.06,Pearson,0.292
APÂ® Statistics Crash Course Book + Online: Get a Higher Score in Less Time (Advanced Placement (AP) Crash Course),,14.16,272,4.8,20,0.78,0.22,0,0,0,Research & Education Association,0.318666666666667
Introduction to the Practice of Statistics,"[David S. Moore,George P. McCabe et al.]",240.34,784,3.6,20,0.52,0.07,0.15,0.25,0,W. H. Freeman,0.255333333333333
Data Mining for Business Analytics: Concepts Techniques and Applications with XLMiner,"[Peter C. Bruce,Galit Shmueli et al.]",110.83,560,4,143,0.57,0.16,0.11,0.06,0.1,Wiley,0.269333333333333
Study Guide to Accompany Salkind and Freyâ€²s Statistics for People Who (Think They) Hate Statistics,,30,160,4.3,34,0.75,0.04,0.04,0.04,0.12,SAGE Publications Inc,0.282
Elementary Statistics: A Step Step Approach,[Allan Bluman],129,880,4.5,502,0.73,0.13,0.06,0.01,0.06,McGraw Hill,0.295333333333333
Practice Makes Perfect Statistics (Practice Makes Perfect (McGraw-Hill)),,14.06,160,4.6,92,0.79,0.1,0.06,0.03,0.02,McGraw Hill,0.307333333333333
Mathletics: How Gamblers Managers and Fans Use Mathematics in Sports Second Edition,"[Wayne L. Winston,Scott Nestler et al.]",18.99,608,4.8,24,0.81,0.13,0.05,0,0,Princeton University Press,0.314666666666667
Schaums Outline of Statistics Sixth Edition (Schaums Outlines),,25.48,600,4.2,58,0.61,0.19,0.08,0.08,0.04,McGraw Hill,0.283333333333333
Biostatistics for the Biological and Health Sciences,"[Marc Triola,Mario Triola et al.]",179.14,720,4.5,161,0.77,0.1,0.05,0.02,0.07,Pearson,0.300666666666667
An Introduction to Formal Languages and Automata,[Peter Linz],62.85,450,4.4,341,0.67,0.19,0.06,0.02,0.07,Jones & Bartlett Learning,0.293333333333333
Doing Quantitative Research in the Social Sciences: An Integrated Approach to Research Design Measurement and Statistics,[Thomas R. Black],55.54,768,4.4,27,0.63,0.24,0.05,0.02,0.06,SAGE Publications Ltd,0.290666666666667
Basic Business Statistics: Concepts and Applications (Whats New in Business Statistics),,100.99,840,4.4,121,0.73,0.1,0.08,0.03,0.07,Pearson,0.294666666666667
Essentials of Statistics for the Behavioral Sciences (MindTap Course List),"[Frederick J Gravetter,Larry B. Wallnau et al.]",85.79,608,4.4,154,0.77,0.08,0.05,0.02,0.09,Cengage Learning,0.296666666666667
Statistics for Business and Economics Global Edition,"[Paul Newbold,William Carlson et al.]",74.96,800,4.6,27,0.8,0.09,0.06,0.06,0,Pearson,0.310666666666667
Statistics Translated: A Step--Step Guide to Analyzing and Interpreting Data,[Steven R. Terrell],55,433,4.8,6,0.78,0.22,0,0,0,The Guilford Press,0.318666666666667
Statistics for the Behavioral Sciences,[Gregory J. Privitera],138.99,816,4.4,183,0.73,0.09,0.07,0.05,0.06,SAGE Publications Inc,0.292
Modern Mathematical Statistics with Applications (Springer Texts in Statistics),"[Jay L. Devore,Kenneth N. Berk et al.]",121.11,988,4,1,1,0,0,0,0,Springer,0.333333333333333
Practical Statistics For Educators,[Ruth Ravid],50,310,4.6,65,0.77,0.17,0.02,0.04,0,Rowman & Littlefield,0.311333333333333
Statistics Made Simple for School Leaders: A New Approach for Using Student Staff and Community Data 3rd Edition,"[Susan Rovezzi Carroll,David J. Carroll]",35,140,5,1,1,0,0,0,0,Rowman & Littlefield Publishers,0.333333333333333
Using SPSS for Windows and Macintosh (7th Edition),"[Samuel B. Green,Neil J. Salkind]",279.95,448,4.4,189,0.7,0.13,0.07,0.05,0.05,Pearson,0.292
An Adventure in Statistics: The Reality Enigma,[Andy Field],52,664,4.7,4,0.7,0.3,0,0,0,SAGE Publications Ltd,0.313333333333333
How to Work With Probability and Statistics Grades 6-8 (Math How To...),[Robert W. Smith],8.99,48,3.2,3,0.39,0.32,0.29,0,0,Teacher Created Resources (January 1 2002),0.273333333333333
Essential Statistics for the Behavioral Sciences,[Gregory J. Privitera],100,640,4.4,140,0.69,0.15,0.07,0.06,0.03,SAGE Publications Inc,0.294
Asymptotic Statistics (Cambridge Series in Statistical and Probabilistic Mathematics Series Number 3),,67.99,462,4.6,38,0.81,0.06,0.09,0.04,0,Cambridge University Press (June 19 2000),0.309333333333333
Loose Leaf for Business Statistics in Practice,"[Bruce Bowerman,Anne M. Drougas et al.]",103.48,928,4.5,2,0.52,0.48,0,0,0,McGraw Hill,0.301333333333333
Survey Methodology,"[Robert M. Groves,Floyd J. Fowler Jr. et al.]",52.99,486,4.3,91,0.67,0.1,0.11,0.04,0.08,Wiley,0.282666666666667
Statistics for Healthcare Professionals: An Introduction,"[Ian Scott,Deborah Mazhindu]",35.2,256,4.4,43,0.64,0.22,0.05,0.05,0.04,SAGE Publications Ltd,0.291333333333333
Essentials of Social Statistics for a Diverse Society,"[Anna Y. Leon-Guerrero,Chava Frankfort-Nachmias et al.]",104.5,460,4.5,17,0.78,0.14,0.08,0,0,SAGE Publications Inc,0.313333333333333
Natural Language Processing in Action: Understanding analyzing and generating text with Python,"[Hobson Lane,Hannes Hapke et al.]",40.49,544,4.3,112,0.67,0.16,0.07,0.04,0.07,Manning,0.29
Stats: Data and Models,"[David Bock,Paul Velleman et al.]",189.99,1024,4.3,33,0.74,0.07,0.07,0.04,0.09,Pearson,0.290666666666667
The Statistical Sleuth: A Course in Methods of Data Analysis,"[Fred Ramsey,Daniel Schafer]",75.31,784,4,69,0.55,0.17,0.08,0.09,0.11,Cengage Learning,0.264
Intro Stats,"[Richard De Veaux,Paul Velleman et al.]",181.35,800,4.1,112,0.61,0.16,0.09,0.03,0.11,Pearson,0.275333333333333
The Humongous Book of Statistics Problems (Humongous Books),"[W. Michael Kelley,Robert A. Donnelly]",17.69,560,4.4,207,0.67,0.17,0.09,0.02,0.05,Alpha,0.292666666666667
The Practice of Statistics,"[Daren S. Starnes,Dan Yates et al.]",99.99,960,4.6,73,0.77,0.11,0.11,0.01,0,W. H. Freeman,0.309333333333333
Introductory Statistics: Exploring the World Through Data,"[Robert Gould,Colleen Ryan]",197.32,800,4.4,75,0.7,0.17,0.06,0.03,0.04,Pearson,0.297333333333333
Statistics for Nursing: A Practical Approach: A Practical Approach,[Elizabeth Heavey],75.24,302,4.4,389,0.71,0.13,0.07,0.03,0.06,Jones & Bartlett Learning,0.293333333333333
Barrons AP Statistics 9th Edition,[Martin Sternstein Ph.D.],37.68,648,4.6,375,0.76,0.15,0.05,0.02,0.03,Barrons Educational Series,0.308
Making Sense of Medical Statistics,[Munier Hossain],25.99,200,4.5,48,0.73,0.13,0.09,0.05,0,Cambridge University Press,0.302666666666667
Statistics and Data Visualization Using R: The Art and Practice of Data Analysis,[David S. Brown],114.6,616,3,2,0.5,0.5,0,0,0,SAGE Publications Inc,0.3
Research Methods Statistics and Applications,"[Kathrynn A. Adams,Eva K. Lawrence]",95.08,672,4.5,124,0.75,0.11,0.04,0.04,0.06,SAGE Publications Inc,0.296666666666667
Statistics: Informed Decisions Using Data (5th Edition)-Stand alone,[Michael Sullivan III],143.71,960,4.3,729,0.69,0.11,0.08,0.02,0.1,Pearson,0.284666666666667
A Guide to R for Social and Behavioral Science Statistics,"[Brian Joseph Gillespie,Kathleen Charli Hibbert et al.]",45,304,4.6,14,0.74,0.16,0.1,0,0,SAGE Publications Inc,0.309333333333333
Statistics for the Life Sciences,"[Myra Samuels,Jeffrey Witmer et al.]",191.99,648,4.3,135,0.72,0.08,0.08,0.05,0.07,Pearson,0.288666666666667
Second Course in Statistics A: Regression Analysis,"[William Mendenhall,Terry Sincich]",170.66,848,4.6,16,0.71,0.14,0.15,0,0,Pearson,0.304
Statistics: Unlocking the Power of Data,"[Patti Frazer Lock,Kari Lock Morgan et al.]",118.7,864,3.7,10,0.55,0.2,0.13,0.12,0,Wiley,0.278666666666667
Essential Calculus Skills Practice Workbook with Full Solutions,[Chris McMullen],9.99,151,4.6,1358,0.75,0.15,0.07,0.01,0.02,Zishka Publishing (August 16 2018),0.306666666666667
Mark Twain - Statistics & Probability Grades 5 - 12,[Myrl Shireman],11.99,80,4.3,38,0.7,0.11,0.07,0.04,0.09,Mark Twain Media,0.288
Probability & Statistics for Engineers & Scientists,"[Ronald Walpole,Raymond Myers et al.]",191.99,816,4.3,55,0.69,0.13,0.08,0.02,0.08,Pearson,0.288666666666667
Statistics and Probability with Applications (High School),"[Daren S. Starnes,Josh Tabor et al.]",158.99,864,3,1,1,0,0,0,0,W. H. Freeman,0.333333333333333
Understandable Statistics: Concepts and Methods,"[Charles Henry Brase,Corrinne Pellillo Brase]",82.63,839,4.5,344,0.72,0.14,0.07,0.02,0.05,Cengage Learning,0.297333333333333
Learn Calculus Quickly: The Complete Guide To Easily Master Calculus in 100 Solved Equations!,[Math Wizo],9.99,84,4.3,201,0.61,0.2,0.1,0.03,0.06,Independently published (February 11 2019),0.284666666666667
Statistics,"[James McClave,Terry Sincich]",253.32,896,4.3,101,0.67,0.13,0.08,0.03,0.08,Pearson,0.283333333333333
Statistics Companion Workbook,[Adam H Littig],50,194,4.2,21,0.62,0.2,0.07,0.11,0,CreateSpace Independent Publishing Platform,0.288666666666667
John E. Freunds Mathematical Statistics with Applications (Classic Version) (Pearson Modern Classics for Advanced Statistics Series),"[Irwin Miller,Marylees Miller]",106.65,560,4,69,0.64,0.09,0.06,0.05,0.16,Pearson,0.266666666666667
Statistics for Business: Decision Making and Analysis,"[Robert Stine,Dean Foster]",223.98,830,4.5,45,0.77,0.1,0.08,0.05,0,Pearson,0.306
